vehicle_id,event,event_ts
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-01T02:23:57.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-01T20:09:02.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-01T21:05:05.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-02T00:15:57.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-02T01:34:14.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-02T02:51:31.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-02T15:01:43.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-02T15:19:03.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-02T16:17:14.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-02T17:47:24.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-02T18:18:30.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-02T20:38:26.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-02T20:39:38.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-02T21:08:20.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-02T22:46:48.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-03T15:44:00.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-03T17:36:14.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-03T19:07:51.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-03T19:25:55.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-03T19:28:33.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-03T19:32:13.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-03T19:32:30.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-03T20:04:41.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-03T22:13:22.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-04T00:36:00.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-04T01:26:41.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-04T01:28:35.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-04T01:28:51.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-04T01:58:41.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-04T02:38:55.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-04T02:40:05.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-04T03:08:13.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-04T04:05:52.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-04T06:19:44.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-04T15:26:12.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-04T15:57:39.000000+0000
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-04T16:44:49.000000+0000
